METHOD,AGENTNUM,ITERNUM,SOURCE,SCORE,TIME
MPI,12,10,cleavland.csv,0.541254,4.704033
OpenMP,12,10,cleavland.csv,0.541254,4.928978
Sequential,13,10,cleavland.csv,0.541254,13.830403
MPI,13,10,cleavland.csv,0.541254,6.207369
OpenMP,13,10,cleavland.csv,0.541254,4.948058
Sequential,5,10,cleavland.csv,0.557756,6.530496
MPI,5,10,cleavland.csv,0.541254,5.188141
OpenMP,5,10,cleavland.csv,0.541254,6.499579
Sequential,5,20,cleavland.csv,0.541254,13.888101
MPI,5,20,cleavland.csv,0.541254,5.539699
OpenMP,5,20,cleavland.csv,0.541254,9.751700
Sequential,5,30,cleavland.csv,0.541254,7.776001
MPI,5,30,cleavland.csv,0.541254,5.671050
OpenMP,5,30,cleavland.csv,0.541254,10.948056
Sequential,5,40,cleavland.csv,0.541254,10.114882
MPI,5,40,cleavland.csv,0.541254,12.013929
OpenMP,5,40,cleavland.csv,0.541254,8.777055
Sequential,5,50,cleavland.csv,0.541254,14.502986
MPI,5,50,cleavland.csv,0.541254,9.574747
OpenMP,5,50,cleavland.csv,0.541254,34.958316
Sequential,5,60,cleavland.csv,0.541254,43.620511
MPI,5,60,cleavland.csv,0.541254,5.063173
OpenMP,5,60,cleavland.csv,0.541254,33.461383
Sequential,5,70,cleavland.csv,0.541254,114.826978
MPI,5,70,cleavland.csv,0.541254,11.716160
OpenMP,5,70,cleavland.csv,0.541254,12.430042
Sequential,5,80,cleavland.csv,0.541254,40.480380
MPI,5,80,cleavland.csv,0.541254,15.673210
OpenMP,5,80,cleavland.csv,0.541254,41.585231
Sequential,5,90,cleavland.csv,0.541254,3.926891
MPI,5,90,cleavland.csv,0.541254,8.928861
OpenMP,5,90,cleavland.csv,0.541254,23.014601
Sequential,5,100,cleavland.csv,0.541254,59.121624
MPI,5,100,cleavland.csv,0.541254,9.613058
OpenMP,5,100,cleavland.csv,0.541254,49.296377
Sequential,5,10,cleavland-9.csv,0.555556,0.003098
MPI,5,10,cleavland-9.csv,0.555556,0.004686
OpenMP,5,10,cleavland-9.csv,0.555556,0.290820
Sequential,5,10,cleavland-100.csv,0.250000,0.348778
MPI,5,10,cleavland-100.csv,0.250000,0.095083
OpenMP,5,10,cleavland-100.csv,0.250000,0.381980
Sequential,5,10,cleavland-600.csv,0.246667,7.785437
MPI,5,10,cleavland-600.csv,0.246667,3.033901
OpenMP,5,10,cleavland-600.csv,0.408333,6.416903
Sequential,5,10,cleavland-1000.csv,0.217000,28.122920
MPI,5,10,cleavland-1000.csv,0.222000,8.850941
OpenMP,5,10,cleavland-1000.csv,0.217000,6.236784
Sequential,4,10,cleavland.csv,0.541254,8.640733
MPI,4,10,cleavland.csv,0.577558,4.853271
OpenMP,4,10,cleavland.csv,0.541254,7.206415
Sequential,5,10,cleavland.csv,0.541254,2.248876
MPI,5,10,cleavland.csv,0.541254,5.113748
OpenMP,5,10,cleavland.csv,0.541254,4.901800
Sequential,6,10,cleavland.csv,0.541254,11.918509
MPI,6,10,cleavland.csv,0.541254,4.313162
OpenMP,6,10,cleavland.csv,0.541254,6.686795
Sequential,7,10,cleavland.csv,0.541254,18.608525
MPI,7,10,cleavland.csv,0.541254,2.978473
OpenMP,7,10,cleavland.csv,0.541254,4.243653
Sequential,8,10,cleavland.csv,0.541254,11.960093
MPI,8,10,cleavland.csv,0.541254,4.268716
OpenMP,8,10,cleavland.csv,0.541254,5.596715
Sequential,9,10,cleavland.csv,0.541254,17.760638
MPI,9,10,cleavland.csv,0.541254,3.227142
OpenMP,9,10,cleavland.csv,0.541254,5.674268
Sequential,10,10,cleavland.csv,0.541254,13.957715
MPI,10,10,cleavland.csv,0.541254,6.282831
OpenMP,10,10,cleavland.csv,0.541254,6.751454
Sequential,11,10,cleavland.csv,0.541254,15.255067
MPI,11,10,cleavland.csv,0.541254,2.714166
OpenMP,11,10,cleavland.csv,0.541254,5.912576
Sequential,12,10,cleavland.csv,0.541254,23.384106
MPI,12,10,cleavland.csv,0.541254,6.659455
OpenMP,12,10,cleavland.csv,0.541254,6.481024
Sequential,13,10,cleavland.csv,0.541254,24.208262
MPI,13,10,cleavland.csv,0.541254,4.196386
OpenMP,13,10,cleavland.csv,0.541254,6.960577
Sequential,5,10,cleavland.csv,0.541254,14.080150
MPI,5,10,cleavland.csv,0.541254,3.328931
OpenMP,5,10,cleavland.csv,0.541254,6.262424
Sequential,5,20,cleavland.csv,0.547855,24.466683
MPI,5,20,cleavland.csv,0.570957,8.017729
OpenMP,5,20,cleavland.csv,0.574257,9.364702
Sequential,5,30,cleavland.csv,0.541254,10.630100
MPI,5,30,cleavland.csv,0.541254,6.738475
OpenMP,5,30,cleavland.csv,0.541254,7.869590
Sequential,5,40,cleavland.csv,0.541254,17.433507
MPI,5,40,cleavland.csv,0.541254,15.529646
OpenMP,5,40,cleavland.csv,0.541254,13.771931
Sequential,5,50,cleavland.csv,0.541254,22.919895
MPI,5,50,cleavland.csv,0.541254,11.279081
OpenMP,5,50,cleavland.csv,0.541254,8.569869
Sequential,5,60,cleavland.csv,0.541254,19.712369
MPI,5,60,cleavland.csv,0.541254,21.765091
OpenMP,5,60,cleavland.csv,0.541254,4.944549
Sequential,5,70,cleavland.csv,0.541254,84.851780
MPI,5,70,cleavland.csv,0.541254,7.690218
OpenMP,5,70,cleavland.csv,0.541254,22.798575
Sequential,5,80,cleavland.csv,0.541254,48.969718
MPI,5,80,cleavland.csv,0.541254,27.338234
OpenMP,5,80,cleavland.csv,0.541254,31.122778
Sequential,5,90,cleavland.csv,0.541254,21.437807
MPI,5,90,cleavland.csv,0.541254,9.439451
OpenMP,5,90,cleavland.csv,0.541254,43.700219
Sequential,5,100,cleavland.csv,0.541254,46.225240
MPI,5,100,cleavland.csv,0.541254,21.799036
OpenMP,5,100,cleavland.csv,0.541254,28.353438
Sequential,5,10,cleavland-9.csv,0.555556,0.010857
MPI,5,10,cleavland-9.csv,0.555556,0.002243
OpenMP,5,10,cleavland-9.csv,0.555556,0.287027
Sequential,5,10,cleavland-100.csv,0.300000,0.331597
MPI,5,10,cleavland-100.csv,0.250000,0.081137
OpenMP,5,10,cleavland-100.csv,0.250000,0.369106
Sequential,5,10,cleavland-600.csv,0.246667,8.058776
MPI,5,10,cleavland-600.csv,0.246667,3.138655
OpenMP,5,10,cleavland-600.csv,0.246667,2.806409
Sequential,5,10,cleavland-1000.csv,0.217000,25.077847
MPI,5,10,cleavland-1000.csv,0.217000,7.997910
OpenMP,5,10,cleavland-1000.csv,0.217000,21.399269
Sequential,4,10,cleavland.csv,0.541254,3.561231
MPI,4,10,cleavland.csv,0.541254,2.461473
OpenMP,4,10,cleavland.csv,0.541254,3.501939
Sequential,5,10,cleavland.csv,0.541254,6.506243
MPI,5,10,cleavland.csv,0.693069,3.327603
OpenMP,5,10,cleavland.csv,0.541254,6.064110
Sequential,6,10,cleavland.csv,0.557756,12.207915
MPI,6,10,cleavland.csv,0.541254,3.228873
OpenMP,6,10,cleavland.csv,0.541254,6.207166
Sequential,7,10,cleavland.csv,0.541254,10.226753
MPI,7,10,cleavland.csv,0.541254,3.040973
OpenMP,7,10,cleavland.csv,0.729373,6.146397
Sequential,8,10,cleavland.csv,0.541254,12.427553
MPI,8,10,cleavland.csv,0.541254,3.450708
OpenMP,8,10,cleavland.csv,0.541254,5.843256
Sequential,9,10,cleavland.csv,0.541254,7.200366
MPI,9,10,cleavland.csv,0.570957,4.872018
OpenMP,9,10,cleavland.csv,0.541254,8.447566
Sequential,10,10,cleavland.csv,0.541254,18.807963
MPI,10,10,cleavland.csv,0.541254,3.679042
OpenMP,10,10,cleavland.csv,0.541254,6.558142
Sequential,11,10,cleavland.csv,0.541254,10.611472
MPI,11,10,cleavland.csv,0.541254,3.774015
OpenMP,11,10,cleavland.csv,0.587459,8.404501
Sequential,12,10,cleavland.csv,0.541254,16.594082
MPI,12,10,cleavland.csv,0.541254,5.652830
OpenMP,12,10,cleavland.csv,0.541254,9.918405
Sequential,13,10,cleavland.csv,0.541254,22.026743
MPI,13,10,cleavland.csv,0.547855,3.751323
OpenMP,13,10,cleavland.csv,0.541254,5.911977
Sequential,5,10,cleavland.csv,0.541254,5.838577
MPI,5,10,cleavland.csv,0.603960,5.941674
OpenMP,5,10,cleavland.csv,0.541254,4.538353
Sequential,5,20,cleavland.csv,0.541254,12.977511
MPI,5,20,cleavland.csv,0.541254,9.840517
OpenMP,5,20,cleavland.csv,0.541254,13.146946
Sequential,5,30,cleavland.csv,0.541254,18.605047
MPI,5,30,cleavland.csv,0.541254,13.114454
OpenMP,5,30,cleavland.csv,0.541254,17.000193
Sequential,5,40,cleavland.csv,0.541254,33.106921
MPI,5,40,cleavland.csv,0.541254,14.230130
OpenMP,5,40,cleavland.csv,0.541254,6.951345
Sequential,5,50,cleavland.csv,0.541254,28.262022
MPI,5,50,cleavland.csv,0.541254,11.545132
OpenMP,5,50,cleavland.csv,0.541254,14.361160
Sequential,5,60,cleavland.csv,0.541254,18.449294
MPI,5,60,cleavland.csv,0.541254,20.586434
OpenMP,5,60,cleavland.csv,0.541254,41.047281
Sequential,5,70,cleavland.csv,0.541254,21.841881
MPI,5,70,cleavland.csv,0.541254,15.117134
OpenMP,5,70,cleavland.csv,0.541254,26.257468
Sequential,5,80,cleavland.csv,0.541254,28.121591
MPI,5,80,cleavland.csv,0.541254,7.324982
OpenMP,5,80,cleavland.csv,0.541254,22.758204
Sequential,5,90,cleavland.csv,0.541254,72.025993
MPI,5,90,cleavland.csv,0.541254,22.396633
OpenMP,5,90,cleavland.csv,0.541254,28.487097
Sequential,5,100,cleavland.csv,0.541254,29.640199
MPI,5,100,cleavland.csv,0.541254,22.178912
OpenMP,5,100,cleavland.csv,0.541254,21.254347
Sequential,5,10,cleavland-9.csv,0.666667,0.034559
MPI,5,10,cleavland-9.csv,0.555556,0.004568
OpenMP,5,10,cleavland-9.csv,0.555556,0.265550
Sequential,5,10,cleavland-100.csv,0.250000,0.210400
MPI,5,10,cleavland-100.csv,0.250000,0.154839
OpenMP,5,10,cleavland-100.csv,0.250000,0.385935
Sequential,5,10,cleavland-600.csv,0.246667,13.749709
MPI,5,10,cleavland-600.csv,0.246667,3.745572
OpenMP,5,10,cleavland-600.csv,0.246667,4.764711
Sequential,5,10,cleavland-1000.csv,0.217000,23.983294
